GRUPO FINANCEIRO;Consultor Comercial;Empresa;Tipo;Pagto;Porte Cliente;Cliente (Razão Social);CNPJ;Operadora;Benefício ;Tipo Receita; Premio Bruto ;% Receita para XIPP; Receita Bruta da Corretora XIPP ;  % Impostos retidos; Impostos retidos ; Receita recebida pela Corretora XIPP ;(%) Impostos sobre receita;  Imposto R$  ; Receita Líquida  ;"% 
Comissão"; Comissão a Pagar ;
Construtora Ribeiro Caram Ltda;Nadjair Diniz;DCG;Parceiro;01/01/2024;Small;Construtora Ribeiro Caram Ltda;01.869.256/0001-00;AMIL;SAÚDE;Comissão; R$ 8.011,39 ;2,00%; R$ 160,23 ;1,50%; R$ 2,40 ; R$ 157,82 ;14,25%; R$ 22,49 ; R$ 135,33 ;30,00%; R$ 40,60 ;
Listo;Marcelo Natal;MNT Barcelos;Consultor Interno;01/03/2024;Middle;Listo;31.739.211/0001-74;GNDI;Saúde;Comissão; R$ 4.224,96 ;4,00%; R$ 169,00 ;6,50%; R$ 10,98 ; R$ 158,01 ;14,25%; R$ 22,52 ; R$ 135,50 ;10,00%; R$ 13,55 ;
Mahogany;Marcelo Natal;MNT Barcelos;Consultor Interno;01/11/2023;Middle;Mahogany;28.269.178/0001-51;Sul América Companhia de Seguro Saúde;Odonto;Comissão; R$ 1.641,20 ;10,00%; R$ 164,12 ;350,00%; R$ 5,74 ; R$ 158,38 ;14,25%; R$ 22,57 ; R$ 135,81 ;10,00%; R$ 13,58 ;
"	Nutrien";Leandro Peralta;Leandro Peralta;Consultor Interno;01/03/2024;Corporate;"	Nutrien";02.135.454/0001-03;Odontoprev;Odonto;Comissão; R$ 1.656,94 ;10,00%; R$ 165,69 ;3,50%; R$ 5,80 ; R$ 159,89 ;14,25%; R$ 22,78 ; R$ 137,11 ;10,00%; R$ 13,71 ;
Salvapé;Gisleide dos Santos;GR dos Santos;Consultor Interno;01/04/2022;Middle;Salvapé;02.330.106/0001-89;PRUDENTIAL;VIDA;Agenciamento; R$ 165,99 ;100,00%; R$ 165,99 ;3,50%; R$ 5,81 ; R$ 160,18 ;14,25%; R$ 22,83 ; R$ 137,35 ;10,00%; R$ 13,74 ;
"	Nutrien";Leandro Peralta;Leandro Peralta;Consultor Interno;01/03/2024;Corporate;"	Nutrien";04.536.791/0001-20;Odontoprev;Odonto;Comissão; R$ 1.671,16 ;10,00%; R$ 167,12 ;3,50%; R$ 5,85 ; R$ 161,27 ;14,25%; R$ 22,98 ; R$ 138,29 ;10,00%; R$ 13,83 ;
Mahogany;Marcelo Natal;MNT Barcelos;Consultor Interno;01/10/2023;Middle;Mahogany;28.269.178/0001-51;Sul América Companhia de Seguro Saúde;Odonto;Comissão; R$ 1.677,80 ;10,00%; R$ 167,78 ;350,00%; R$ 5,87 ; R$ 161,91 ;14,25%; R$ 23,07 ; R$ 138,84 ;10,00%; R$ 13,89 ;
Primalter;Marcelo Natal;MNT Barcelos;Consultor Interno;01/10/2023;Small;Primalter;56.802.044/0002-70;Prudential;Vida;Agenciamento; R$ 85,41 ;2,00%; R$ 170,82 ;500,00%; R$ 8,54 ; R$ 162,28 ;14,25%; R$ 23,12 ; R$ 139,16 ;20,00%; R$ 27,83 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/12/2023;Corporate;Ortobom;02.292.655/0001-06;Metlife Vida;Vida;Comissão; R$ 1.125,89 ;15,00%; R$ 168,88 ;3,50%; R$ 5,91 ; R$ 162,97 ;14,25%; R$ 23,22 ; R$ 139,75 ;10,00%; R$ 13,97 ;
Milos Clinica de Anestesia e Servicos Medicos;Marcelo Tolentino;Martinelli;Parceiro;01/01/2024;Middle;Milos Clinica de Anestesia e Servicos Medicos;50.076.325/0001-26;Omint;Saúde;Comissão; R$ 5.863,67 ;3,00%; R$ 175,91 ;6,50%; R$ 11,43 ; R$ 164,48 ;14,25%; R$ 23,44 ; R$ 141,04 ;30,00%; R$ 42,31 ;
Takaoka;Marcelo Tolentino;Martinelli;Parceiro;01/12/2023;Middle;Milos Clinica de Anestesia e Servicos Medicos-Hospitalares Ltda;50.076.325/0001-26;Omint;Saúde;Comissão; R$ 5.863,67 ;3,00%; R$ 175,91 ;6,50%; R$ 11,43 ; R$ 164,48 ;14,25%; R$ 23,44 ; R$ 141,04 ;30,00%; R$ 42,31 ;
Milos Clinica de Anestesia e Servicos Medic;Marcelo Tolentino;Martinelli;Parceiro;01/03/2024;Middle;Milos Clinica de Anestesia e Servicos Medic;50.076.325/0001-26;Omint;Saúde;Comissão; R$ 5.863,89 ;3,00%; R$ 175,92 ;6,50%; R$ 11,43 ; R$ 164,48 ;14,25%; R$ 23,44 ; R$ 141,04 ;30,00%; R$ 42,31 ;
Milos Clinica de Anestesia e Servicos Medicos;Marcelo Tolentino;Martinelli;Parceiro;01/02/2024;Middle;Milos Clinica de Anestesia e Servicos Medicos;50.076.325/0001-26;Omint;Saúde;Comissão; R$ 5.863,89 ;3,00%; R$ 175,92 ;6,50%; R$ 11,43 ; R$ 164,48 ;14,25%; R$ 23,44 ; R$ 141,04 ;30,00%; R$ 42,31 ;
Exclusive Estética;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;Exclusive Estética;48.144.016/0001-02;Care Plus;Saúde;Comissão; R$ 5.876,76 ;3,00%; R$ 176,30 ;6,50%; R$ 11,46 ; R$ 164,84 ;14,25%; R$ 23,49 ; R$ 141,35 ;10,00%; R$ 14,14 ;
Exclusive Estética;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;Exclusive Estética;48.144.016/0001-02;Care Plus;Saúde;Comissão; R$ 5.876,76 ;3,00%; R$ 176,30 ;6,50%; R$ 11,46 ; R$ 164,84 ;14,25%; R$ 23,49 ; R$ 141,35 ;10,00%; R$ 14,14 ;
Exclusive Estética;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;Exclusive Estética;48.144.016/0001-02;Care Plus;Saúde;Comissão; R$ 5.876,76 ;3,00%; R$ 176,30 ;6,50%; R$ 11,46 ; R$ 164,84 ;14,25%; R$ 23,49 ; R$ 141,35 ;10,00%; R$ 14,14 ;
Exclusive Estética;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;Exclusive Estética;48.144.016/0001-02;Care Plus;Saúde;Comissão; R$ 5.876,76 ;3,00%; R$ 176,30 ;6,50%; R$ 11,46 ; R$ 164,84 ;14,25%; R$ 23,49 ; R$ 141,35 ;10,00%; R$ 14,14 ;
Exclusive Estética;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;Exclusive Estética;48.144.016/0001-02;Care Plus;Saúde;Comissão; R$ 5.876,76 ;3,00%; R$ 176,30 ;6,50%; R$ 11,46 ; R$ 164,84 ;14,25%; R$ 23,49 ; R$ 141,35 ;10,00%; R$ 14,14 ;
Exclusive Estética;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;Exclusive Estética;48.144.016/0001-02;Care Plus;Saúde;Comissão; R$ 5.876,76 ;3,00%; R$ 176,30 ;6,50%; R$ 11,46 ; R$ 164,84 ;14,25%; R$ 23,49 ; R$ 141,35 ;10,00%; R$ 14,14 ;
Exclusive Estética;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;Exclusive Estética;48.144.016/0001-02;Care Plus;Saúde;Comissão; R$ 5.876,76 ;3,00%; R$ 176,30 ;6,50%; R$ 11,46 ; R$ 164,84 ;14,25%; R$ 23,49 ; R$ 141,35 ;10,00%; R$ 14,14 ;
Exclusive Estética;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;Exclusive Estética;48.144.016/0001-02;Care Plus;Saúde;Comissão; R$ 5.876,76 ;3,00%; R$ 176,30 ;6,50%; R$ 11,46 ; R$ 164,84 ;14,25%; R$ 23,49 ; R$ 141,35 ;10,00%; R$ 14,14 ;
Exclusive Estética;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;Exclusive Estética;48.144.016/0001-02;Care Plus;Saúde;Comissão; R$ 5.876,76 ;3,00%; R$ 176,30 ;6,50%; R$ 11,46 ; R$ 164,84 ;14,25%; R$ 23,49 ; R$ 141,35 ;10,00%; R$ 14,14 ;
Exclusive Estética;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;Exclusive Estética;48.144.016/0001-02;Care Plus;Saúde;Comissão; R$ 5.876,76 ;3,00%; R$ 176,30 ;6,50%; R$ 11,46 ; R$ 164,84 ;14,25%; R$ 23,49 ; R$ 141,35 ;10,00%; R$ 14,14 ;
Exclusive Estética;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;Exclusive Estética;48.144.016/0001-02;Care Plus;Saúde;Comissão; R$ 5.876,76 ;3,00%; R$ 176,30 ;6,50%; R$ 11,46 ; R$ 164,84 ;14,25%; R$ 23,49 ; R$ 141,35 ;10,00%; R$ 14,14 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/10/2023;Corporate;Ortobom;02.748.357/0001-88;Metlife Vida;Vida;Comissão; R$ 1.149,68 ;0,15%; R$ 172,45 ;3,50%; R$ 6,04 ; R$ 166,42 ;14,25%; R$ 23,71 ; R$ 142,70 ;10,00%; R$ 14,27 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/11/2023;Corporate;Ortobom;02.748.357/0001-88;Metlife Vida;Vida;Comissão; R$ 1.149,68 ;0,15%; R$ 172,45 ;3,50%; R$ 6,04 ; R$ 166,42 ;14,25%; R$ 23,71 ; R$ 142,70 ;10,00%; R$ 14,27 ;
Sifra S/A;Michelle;Balsamão;Parceiro;01/07/2023;Middle;"	Prodade Corretagem De Valores E Informatica Ltda";10.448.993/0001-12;Bradesco;Saúde;Comissão; R$ 5.776,62 ;3,00%; R$ 173,30 ;3,50%; R$ 6,07 ; R$ 167,23 ;14,25%; R$ 23,83 ; R$ 143,40 ;30,00%; R$ 43,02 ;
"	Nutrien";Leandro Peralta;Leandro Peralta;Consultor Interno;01/02/2024;Corporate;"	Nutrien";04.536.791/0001-20;Odontoprev;Odonto;Comissão; R$ 1.736,12 ;10,00%; R$ 173,61 ;3,50%; R$ 6,08 ; R$ 167,54 ;14,25%; R$ 23,87 ; R$ 143,66 ;10,00%; R$ 14,37 ;
Osher Investimentos E Participacoes Ltda;Michele Balsamão;Balsamão;Parceiro;01/01/2024;Middle;Osher Investimentos E Participacoes Ltda;03.796.148/0001-72;Bradesco;Saúde;Comissão; R$ 5.868,96 ;3,00%; R$ 176,07 ;3,50%; R$ 6,16 ; R$ 169,91 ;14,25%; R$ 24,21 ; R$ 145,69 ;30,00%; R$ 43,71 ;
Grupo Sifra;Michelle;Balsamão;Parceiro;01/10/2023;Middle;Osher Investimentos E Participacoes Ltda;03.796.148/0001-72;Bradesco;Saúde;Comissão; R$ 5.868,96 ;3,00%; R$ 176,07 ;3,50%; R$ 6,16 ; R$ 169,91 ;14,25%; R$ 24,21 ; R$ 145,69 ;30,00%; R$ 43,71 ;
Grupo Sifra;Michelle;Balsamão;Parceiro;01/11/2023;Middle;Osher Investimentos E Participacoes Ltda;03.796.148/0001-72;Bradesco;Saúde;Comissão; R$ 5.868,96 ;3,00%; R$ 176,07 ;3,50%; R$ 6,16 ; R$ 169,91 ;14,25%; R$ 24,21 ; R$ 145,69 ;30,00%; R$ 43,71 ;
Grupo Sifra;Michelle;Balsamão;Parceiro;01/12/2023;Middle;Osher Investimentos E Participacoes Ltda;03.796.148/0001-72;Bradesco;Saúde;Comissão; R$ 5.868,96 ;3,00%; R$ 176,07 ;3,50%; R$ 6,16 ; R$ 169,91 ;14,25%; R$ 24,21 ; R$ 145,69 ;30,00%; R$ 43,71 ;
Grupo Sifra;Michelle;Balsamão;Parceiro;01/09/2023;Middle;Osher Investimentos E Participacoes Ltda;03.796.148/0001-72;Bradesco;Saúde;Comissão; R$ 5.868,96 ;3,00%; R$ 176,07 ;3,50%; R$ 6,16 ; R$ 169,91 ;14,25%; R$ 24,21 ; R$ 145,69 ;30,00%; R$ 43,71 ;
Grupo Sifra;Michelle;Balsamão;Parceiro;01/08/2023;Middle;Osher Investimentos E Participacoes Ltda;03.796.148/0001-72;Bradesco;Saúde;Comissão; R$ 5.868,96 ;3,00%; R$ 176,07 ;3,50%; R$ 6,16 ; R$ 169,91 ;14,25%; R$ 24,21 ; R$ 145,69 ;30,00%; R$ 43,71 ;
Kryptus;Marcelo Natal;MNT Barcelos;Consultor Interno;01/08/2022;Corporate;KRYPTUS;05.761.098/0001-13;AMIL;ODONTO;Comissão; R$ 1.835,96 ;10,00%; R$ 183,60 ;6,50%; R$ 11,93 ; R$ 171,66 ;14,25%; R$ 24,46 ; R$ 147,20 ;10,00%; R$ 14,72 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/03/2024;Corporate;Ortobom;02.748.357/0001-88;Metlife Vida;Vida;Comissão; R$ 1.186,09 ;15,00%; R$ 177,91 ;3,50%; R$ 6,23 ; R$ 171,69 ;14,25%; R$ 24,47 ; R$ 147,22 ;10,00%; R$ 14,72 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/01/2024;Corporate;Ortobom;02.748.357/0001-88;Metlife Vida;Vida;Comissão; R$ 1.186,09 ;15,00%; R$ 177,91 ;3,50%; R$ 6,23 ; R$ 171,69 ;14,25%; R$ 24,47 ; R$ 147,22 ;10,00%; R$ 14,72 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/02/2024;Corporate;Ortobom;02.748.357/0001-88;Metlife Vida;Vida;Comissão; R$ 1.186,09 ;15,00%; R$ 177,91 ;3,50%; R$ 6,23 ; R$ 171,69 ;14,25%; R$ 24,47 ; R$ 147,22 ;10,00%; R$ 14,72 ;
Pantera Imoveis;Gisleide dos Santos;GR dos Santos;Consultor Interno;01/06/2023;Small;Pantera Imoveis;47.065.718/0001-20;Metlife;Odonto;Agenciamento; R$ 91,92 ;2,00%; R$ 183,84 ;6,50%; R$ 11,95 ; R$ 171,89 ;14,25%; R$ 24,49 ; R$ 147,40 ;20,00%; R$ 29,48 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/01/2024;Corporate;Ortobom;17.288.387/0001-26;Metlife Vida;Vida;Comissão; R$ 1.192,72 ;15,00%; R$ 178,91 ;3,50%; R$ 6,26 ; R$ 172,65 ;14,25%; R$ 24,60 ; R$ 148,04 ;10,00%; R$ 14,80 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/09/2023;Corporate;Ortobom;17.288.387/0001-26;Metlife Vida;Vida;Comissão; R$ 1.197,09 ;15,00%; R$ 179,56 ;3,50%; R$ 6,28 ; R$ 173,28 ;14,25%; R$ 24,69 ; R$ 148,59 ;10,00%; R$ 14,86 ;
Wana;Dalton Gorauskas;Dalton Gorauskas;Consultor Interno;01/10/2023;Middle;Wana;07.009.769/0001-10;Porto Seguro - Seguro Saúde S/A;Saúde;Comissão; R$ 3.602,43 ;5,00%; R$ 180,12 ;350,00%; R$ 6,30 ; R$ 173,82 ;14,25%; R$ 24,77 ; R$ 149,05 ;10,00%; R$ 14,90 ;
123 Milhas;Dr José;Lajos e Coelho;Parceiro;01/04/2022;Middle;GRUPO ARTVIA;11.442.110/0001-20;BRADESCO;SAÚDE;Comissão; R$ 9.011,61 ;2,00%; R$ 180,23 ;3,50%; R$ 6,31 ; R$ 173,92 ;14,25%; R$ 24,78 ; R$ 149,14 ;10,00%; R$ 14,91 ;
123 Milhas;Dr José;Lajos e Coelho;Parceiro;01/03/2022;Middle;GRUPO ARTVIA;11.442.110/0001-20;BRADESCO;SAÚDE;Comissão; R$ 9.011,61 ;2,00%; R$ 180,23 ;3,50%; R$ 6,31 ; R$ 173,92 ;14,25%; R$ 24,78 ; R$ 149,14 ;10,00%; R$ 14,91 ;
123 Milhas;Dr José;Lajos e Coelho;Parceiro;01/02/2022;Middle;GRUPO ARTVIA;11.442.110/0001-20;BRADESCO;SAÚDE;Comissão; R$ 9.011,61 ;2,00%; R$ 180,23 ;3,50%; R$ 6,31 ; R$ 173,92 ;14,25%; R$ 24,78 ; R$ 149,14 ;10,00%; R$ 14,91 ;
123 Milhas;Dr José;Lajos e Coelho;Parceiro;01/01/2022;Middle;GRUPO ARTVIA;11.442.110/0001-20;BRADESCO;SAÚDE;Comissão; R$ 9.011,61 ;2,00%; R$ 180,23 ;3,50%; R$ 6,31 ; R$ 173,92 ;14,25%; R$ 24,78 ; R$ 149,14 ;10,00%; R$ 14,91 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/03/2024;Corporate;Ortobom;17.288.387/0001-26;Metlife Vida;Vida;Comissão; R$ 1.201,60 ;15,00%; R$ 180,24 ;3,50%; R$ 6,31 ; R$ 173,93 ;14,25%; R$ 24,79 ; R$ 149,15 ;10,00%; R$ 14,91 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/02/2024;Corporate;Ortobom;17.288.387/0001-26;Metlife Vida;Vida;Comissão; R$ 1.201,60 ;15,00%; R$ 180,24 ;3,50%; R$ 6,31 ; R$ 173,93 ;14,25%; R$ 24,79 ; R$ 149,15 ;10,00%; R$ 14,91 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/12/2023;Corporate;Ortobom;02.292.655/0001-06;Metlife Vida;Vida;Comissão; R$ 1.205,63 ;15,00%; R$ 180,84 ;3,50%; R$ 6,33 ; R$ 174,51 ;14,25%; R$ 24,87 ; R$ 149,65 ;10,00%; R$ 14,96 ;
Nova Engevix;Suelen Pereira;Zamboni Pereira;Consultor Interno;01/01/2024;Middle;Nova Engevix;00.103.582/0001-31;Sul América Companhia de Seguro Saúde;Saúde;Comissão; R$ 3.619,60 ;5,00%; R$ 180,98 ;350,00%; R$ 6,33 ; R$ 174,65 ;14,25%; R$ 24,89 ; R$ 149,76 ;10,00%; R$ 14,98 ;
Nova Engevix;Suelen Pereira;Zamboni Pereira;Consultor Interno;01/01/2024;Middle;Nova Engevix;00.103.582/0001-31;Sul América Companhia de Seguro Saúde;Saúde;Comissão; R$ 3.619,60 ;5,00%; R$ 180,98 ;350,00%; R$ 6,33 ; R$ 174,65 ;14,25%; R$ 24,89 ; R$ 149,76 ;10,00%; R$ 14,98 ;
Nova Engevix;Suelen Pereira;Zamboni Pereira;Consultor Interno;01/11/2023;Middle;Nova Engevix;00.103.582/0001-31;Sulamérica;Saúde;Comissão; R$ 3.619,60 ;5,00%; R$ 180,98 ;350,00%; R$ 6,33 ; R$ 174,65 ;14,25%; R$ 24,89 ; R$ 149,76 ;10,00%; R$ 14,98 ;
Nova Engevix;Suelen Pereira;Zamboni Pereira;Consultor Interno;01/11/2023;Middle;Nova Engevix;00.103.582/0001-31;Sulamérica;Saúde;Comissão; R$ 3.619,60 ;5,00%; R$ 180,98 ;350,00%; R$ 6,33 ; R$ 174,65 ;14,25%; R$ 24,89 ; R$ 149,76 ;10,00%; R$ 14,98 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/12/2023;Corporate;Ortobom;14.294.395/0002-78;Metlife Vida;Vida;Comissão; R$ 1.206,69 ;15,00%; R$ 181,00 ;3,50%; R$ 6,34 ; R$ 174,67 ;14,25%; R$ 24,89 ; R$ 149,78 ;10,00%; R$ 14,98 ;
Construtora Ribeiro Caram Ltda;Nadjair Diniz;DCG;Parceiro;01/02/2024;Small;Construtora Ribeiro Caram Ltda;01.869.256/0001-00;AMIL;SAÚDE;Comissão; R$ 8.879,55 ;2,00%; R$ 177,59 ;1,50%; R$ 2,66 ; R$ 174,93 ;14,25%; R$ 24,93 ; R$ 150,00 ;30,00%; R$ 45,00 ;
Grupo Sifra;Michelle;Balsamão;Parceiro;01/08/2023;Middle;Osher Investimentos E Participacoes Ltda;03.796.148/0001-72;Bradesco;Saúde;Comissão; R$ 6.052,82 ;3,00%; R$ 181,58 ;3,50%; R$ 6,36 ; R$ 175,23 ;14,25%; R$ 24,97 ; R$ 150,26 ;30,00%; R$ 45,08 ;
J. A. Luan;Bruno Gass;Monte Bravo;Parceiro;01/01/2024;Small;J. A. Luan;30.680.120/0001-48;Metlife;Vida;Agenciamento; R$ 366,51 ;50,00%; R$ 183,26 ;3,50%; R$ 6,41 ; R$ 176,84 ;14,25%; R$ 25,20 ; R$ 151,64 ;50,00%; R$ 75,82 ;
J. A. Luan;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;J. A. Luan;30.680.120/0001-48;Metlife;Vida;Agenciamento; R$ 366,51 ;50,00%; R$ 183,26 ;3,50%; R$ 6,41 ; R$ 176,84 ;14,25%; R$ 25,20 ; R$ 151,64 ;10,00%; R$ 15,16 ;
T-Parts;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;T-Parts;00.262.985/0001-23;GNDI;Saúde;Comissão; R$ 9.485,29 ;2,00%; R$ 189,71 ;6,50%; R$ 12,33 ; R$ 177,37 ;14,25%; R$ 25,28 ; R$ 152,10 ;10,00%; R$ 15,21 ;
T-Parts;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;T-Parts;00.262.985/0001-23;GNDI;Saúde;Comissão; R$ 9.485,29 ;2,00%; R$ 189,71 ;6,50%; R$ 12,33 ; R$ 177,37 ;14,25%; R$ 25,28 ; R$ 152,10 ;10,00%; R$ 15,21 ;
T-Parts;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;T-Parts;00.262.985/0001-23;GNDI;Saúde;Comissão; R$ 9.485,29 ;2,00%; R$ 189,71 ;6,50%; R$ 12,33 ; R$ 177,37 ;14,25%; R$ 25,28 ; R$ 152,10 ;10,00%; R$ 15,21 ;
T-Parts;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;T-Parts;00.262.985/0001-23;GNDI;Saúde;Comissão; R$ 9.485,29 ;2,00%; R$ 189,71 ;6,50%; R$ 12,33 ; R$ 177,37 ;14,25%; R$ 25,28 ; R$ 152,10 ;10,00%; R$ 15,21 ;
T-Parts;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;T-Parts;00.262.985/0001-23;GNDI;Saúde;Comissão; R$ 9.485,29 ;2,00%; R$ 189,71 ;6,50%; R$ 12,33 ; R$ 177,37 ;14,25%; R$ 25,28 ; R$ 152,10 ;10,00%; R$ 15,21 ;
T-Parts;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;T-Parts;00.262.985/0001-23;GNDI;Saúde;Comissão; R$ 9.485,29 ;2,00%; R$ 189,71 ;6,50%; R$ 12,33 ; R$ 177,37 ;14,25%; R$ 25,28 ; R$ 152,10 ;10,00%; R$ 15,21 ;
T-Parts;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;T-Parts;00.262.985/0001-23;GNDI;Saúde;Comissão; R$ 9.485,29 ;2,00%; R$ 189,71 ;6,50%; R$ 12,33 ; R$ 177,37 ;14,25%; R$ 25,28 ; R$ 152,10 ;10,00%; R$ 15,21 ;
T-Parts;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;T-Parts;00.262.985/0001-23;GNDI;Saúde;Comissão; R$ 9.485,29 ;2,00%; R$ 189,71 ;6,50%; R$ 12,33 ; R$ 177,37 ;14,25%; R$ 25,28 ; R$ 152,10 ;10,00%; R$ 15,21 ;
T-Parts;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;T-Parts;00.262.985/0001-23;GNDI;Saúde;Comissão; R$ 9.485,29 ;2,00%; R$ 189,71 ;6,50%; R$ 12,33 ; R$ 177,37 ;14,25%; R$ 25,28 ; R$ 152,10 ;10,00%; R$ 15,21 ;
T-Parts;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;T-Parts;00.262.985/0001-23;GNDI;Saúde;Comissão; R$ 9.485,29 ;2,00%; R$ 189,71 ;6,50%; R$ 12,33 ; R$ 177,37 ;14,25%; R$ 25,28 ; R$ 152,10 ;10,00%; R$ 15,21 ;
T-Parts;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;T-Parts;00.262.985/0001-23;GNDI;Saúde;Comissão; R$ 9.485,29 ;2,00%; R$ 189,71 ;6,50%; R$ 12,33 ; R$ 177,37 ;14,25%; R$ 25,28 ; R$ 152,10 ;10,00%; R$ 15,21 ;
T-Parts;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/12/2023;Small;T-Parts;00.262.985/0001-23;GNDI;Saúde;Comissão; R$ 9.485,29 ;2,00%; R$ 189,71 ;6,50%; R$ 12,33 ; R$ 177,37 ;14,25%; R$ 25,28 ; R$ 152,10 ;10,00%; R$ 15,21 ;
Metalus;Bruno Gass;Monte Bravo;Parceiro;01/03/2024;Middle;Metalus;77.507.796/0001-06;Amil;Odonto;Comissão; R$ 1.828,06 ;10,00%; R$ 182,81 ;1,50%; R$ 2,74 ; R$ 180,06 ;14,25%; R$ 25,66 ; R$ 154,40 ;50,00%; R$ 77,20 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/01/2024;Corporate;Ortobom;02.748.323/0001-93;Metlife Vida;Vida;Comissão; R$ 1.250,43 ;15,00%; R$ 187,56 ;3,50%; R$ 6,56 ; R$ 181,00 ;14,25%; R$ 25,79 ; R$ 155,21 ;10,00%; R$ 15,52 ;
Sifra S/A;Michelle;Balsamão;Parceiro;01/07/2023;Middle;Osher Investimentos E Participacoes Ltda;03.796.148/0001-72;Bradesco;Saúde;Comissão; R$ 6.272,28 ;3,00%; R$ 188,17 ;3,50%; R$ 6,59 ; R$ 181,58 ;14,25%; R$ 25,88 ; R$ 155,71 ;30,00%; R$ 46,71 ;
Metalus;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/12/2023;Middle;Metalus;77.507.796/0001-06;Amil;Odonto;Comissão; R$ 1.859,41 ;10,00%; R$ 185,94 ;1,50%; R$ 2,79 ; R$ 183,15 ;14,25%; R$ 26,10 ; R$ 157,05 ;10,00%; R$ 15,71 ;
Metalus;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Middle;Metalus;77.507.796/0001-06;Amil;Odonto;Comissão; R$ 1.859,41 ;10,00%; R$ 185,94 ;1,50%; R$ 2,79 ; R$ 183,15 ;14,25%; R$ 26,10 ; R$ 157,05 ;10,00%; R$ 15,71 ;
Metalus;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Middle;Metalus;77.507.796/0001-06;Amil;Odonto;Comissão; R$ 1.859,41 ;10,00%; R$ 185,94 ;1,50%; R$ 2,79 ; R$ 183,15 ;14,25%; R$ 26,10 ; R$ 157,05 ;10,00%; R$ 15,71 ;
Metalus;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Middle;Metalus;77.507.796/0001-06;Amil;Odonto;Comissão; R$ 1.859,41 ;10,00%; R$ 185,94 ;1,50%; R$ 2,79 ; R$ 183,15 ;14,25%; R$ 26,10 ; R$ 157,05 ;10,00%; R$ 15,71 ;
Metalus;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Middle;Metalus;77.507.796/0001-06;Amil;Odonto;Comissão; R$ 1.859,41 ;10,00%; R$ 185,94 ;1,50%; R$ 2,79 ; R$ 183,15 ;14,25%; R$ 26,10 ; R$ 157,05 ;10,00%; R$ 15,71 ;
Metalus;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Middle;Metalus;77.507.796/0001-06;Amil;Odonto;Comissão; R$ 1.859,41 ;10,00%; R$ 185,94 ;1,50%; R$ 2,79 ; R$ 183,15 ;14,25%; R$ 26,10 ; R$ 157,05 ;10,00%; R$ 15,71 ;
